indicator_code,definition,guidance
002006001,公司为保持或提升供应商环境表现而制定的供应商环境政策,"企业需要披露针对供应商采取的环境政策/方针或者是对供应商环境方面的要求。
需要包括下列议题中的至少一项：污染（空气污染例如VOC和NOX等、水质污染例如COD和废水排放量等，提到污染就可以）、物料资源使用、废弃物、温室气体、能源使用、水使用、生物多样性。
注意： 
1. 如果相关的供应商方针没有提到上述第一段的具体环境议题，但是明确提到”CSR” / ”ESG” / ”EHS”的话，也可以接受。
2. 供应商筛选与供应商政策的区别：
3. 供应商筛选指的是对于潜在供应商（还未进行合作）的要求，是一个准入门槛，类似于尽职调查，当潜在的供应商在环境方面没有达到要求的时候就不进行合作。而供应商政策是一个常规的、持续性的方针（区别于筛选新供应商），通常以供应商行为准则的形式出现，这些规定是面对所有供应商的，对供应商的日常运营和未来发展提出环境方面的要求。"
002006001001,公司为保持或提升供应商的污染物治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对污染物进行管理了，如果有把相关语段摘录即可
002006001002,公司为保持或提升供应商的废弃物治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对废弃物进行管理了，如果有把相关语段摘录即可
002006001003,公司为保持或提升供应商的物料消耗治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对物料消耗进行管理了，如果有把相关语段摘录即可
002006001004,公司为保持或提升供应商的水资源治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对水资源进行管理了，如果有把相关语段摘录即可
002006001005,公司为保持或提升供应商的能源消耗治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对能源消耗进行管理了，如果有把相关语段摘录即可
002006001006,公司为保持或提升供应商的温室气体排放治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对温室气体排放进行管理了，如果有把相关语段摘录即可
002006001007,公司为保持或提升供应商的生物多样性治理水平而制定的供应商环境政策,需要看到组织在披露供应商环境政策时中是否有针对生物多样性进行管理了，如果有把相关语段摘录即可
002006002,公司为保持或提升供应商社会表现而制定的供应商社会政策,需要看到组织在披露供应商环境政策时中是否有针对-进行管理了，如果有把相关语段摘录即可
002006002001,公司为保持或提升供应商的劳工管理水平而制定的供应商社会政策,需要看到组织在披露供应商社会政策时中是否有针对劳工管理进行管理
002006002002,公司为保持或提升供应商的员工参与度与多样性治理水平而制定的供应商社会政策,需要看到组织在披露供应商社会政策时中是否有针对员工参与度与多样性进行管理
002006002003,公司为保持或提升供应商的员工健康与安全治理水平而制定的供应商社会政策,需要看到组织在披露供应商社会政策时中是否有针对员工健康与安全进行管理
002006002004,公司为保持或提升供应商的社区影响治理水平而制定的供应商社会政策,需要看到组织在披露供应商社会政策时中是否有针对社区影响进行管理
002006002005,公司为保持或提升供应商的产品责任治理水平而制定的供应商社会政策,"需要看到组织在披露供应商社会政策时中是否有针对产品责任进行管理。
注意：
1. 仅提到供应商产品质量不符合摘录要求。"
002006003,公司有关新供应商的环境表现要求的标准制定情况,"企业需要披露以环境标准筛选新供应商的流程。这里针对的是新的供应商，例如选择
新供应商、筛选新供应商、供应商准入门槛、尽职调查等。
环境议题包括：污染（空气污染例如VOC和NOX等、水质污染例如COD和废水排放量等）、物料资源使用、废弃物、温室气体、能源使用、水使用、生物多样性。"
002006004,公司有关新供应商的社会表现要求的标准制定情况,"企业需要披露以环境标准筛选新供应商的流程。这里针对的是新的供应商，例如选择
新供应商、筛选新供应商、供应商准入门槛、尽职调查等。
社会议题包括：童工、强迫劳动、最低工资、工作时间、反歧视、沟通渠道、职业安全健康、社区关系、人权。"
002006005,[2020年度数据起停止维护]公司为减少供应链产生的负面环境影响而采取的措施,
002006005001,公司为减少供应链产生的负面环境影响而对供应商进行的培训或指导,企业需要披露针对供应链环境影响采取的行动（培训及指导），主要是组织针对ESG中环境层面的议题对供应链进行相关的培训或指导，或开展供应商大会进行宣讲等。
002006005002,公司为减少供应链产生的负面环境影响而对供应商进行的风险评估或现场稽核,企业需要披露针对供应链环境影响采取的行动（风险评估及现场稽核），主要是组织针对供应链在ESG环境层面的表现进行第三方或者直接的检查或审核，并对审核的结果进行追踪。
002006006,[2020年度数据起停止维护]公司为减少供应链产生的负面社会影响而采取的措施,
002006006001,公司为减少供应链产生的负面社会境影响而对供应商进行的培训或指导,企业需要披露针对供应链社会影响采取的行动（培训及指导），主要是组织针对ESG中社会层面的议题对供应链进行相关的培训或指导，或开展供应商大会进行宣讲等。
002006006002,公司为减少供应链产生的负面社会影响而对供应商进行的风险评估或现场稽核,企业需要披露针对供应链在社会影响采取的行动（风险评估及现场稽核），主要是组织针对供应链在ESG社会层面的表现进行第三方或者直接的检查或审核，并对审核的结果进行追踪。
002006007,公司针对产品采购流程制定的绿色产品采购标准,企业需要披露一套绿色采购的标准，通常会披露为绿色采购覆盖面，绿色采购比例等。常见的有可持续棕榈油，可持续森林认证，可持续棉花等产品。提到坚持绿色采购是可接受的。绿色标准是对于采购的产品本身而言而不是产品供应商
002006008,公司为降低供应链断裂风险制定的供应链多元化政策,为了降低供应链风险，单个物料需要有两个及以上的供应商供应，供应商覆盖国内外，多地区，多技术重点，多语言等等的情况，以减少单个供应链短链的风险情况。
002006009,公司为避免采集冲突矿物而制定的政策或采取的措施,"企业需要披露针对冲突矿物采取的相关管理政策，如有以下内容的其中一个既可以摘录：
1. 建立了冲突矿物管理体系
2. 进行了冲突矿物风险评估
3. 针对已经识别的风险制定并实施应对策略
4. 冲突矿物尽职调查"
002006027,,
003001001,公司对合规问题的匿名举报渠道的设置情况,"企业需要披露其针对合规问题设置的匿名举报制度。如果还披露了收到举报后的处理流程的话也需要一同摘录。
注意：
1. 举报制度必须是匿名的，或明确提到对举报人会进行保护、保密等。对举报人没有保护机制或没有强调“匿名”、“保护举报人隐私”等关键字则视为非匿名举报渠道，不符合摘录要求。"
003001002,公司为防止公司内部出现腐败问题制定的政策或采取的措施，腐败的形式包括：贪污、职务侵占、洗钱等,"企业需要披露为了防止腐败问题而制定的管理方针或采取的措施，明确指出对相关行为的管理/禁止。常见的措施有进行相关的培训和宣传教育工作、对高风险流程进行调整优化（例如加强采购审批）等。
注意：
1. “反腐败“只考虑贿赂以外的腐败行为，包括贪污、挪用、职务侵占等。如果披露中只提到”反腐倡廉“、”廉洁“、”廉政“等，也将其认为反腐败。
"
003001003,公司为防止公司内部出现贿赂问题制定的政策或采取的措施，贿赂的形式包括：收受金钱、礼品、招待活动、回扣等,"企业需要披露为了防止贿赂问题而制定的管理方针或采取的措施，明确指出对相关行为的管理/禁止。常见的措施有进行相关的培训和宣传教育工作、对高风险流程进行调整优化（例如加强采购审批）等。
贿赂行为包括：直接收受利益，包含贿赂的各种形式，例如金钱、礼品（包括招待娱乐活动）、回扣等。
"
003001004,公司内部在党的建设方面的采取的措施,企业需要披露党委建设发展中采取的措施与成果，比如开展专题讲座和活动来传播思想
003001005,"公司为保证其采购过程的公开透明而采取的措施。
阳光采购是指公开、透明地获取所需物资、产品、服务的标准形式","企业在报告中提到”阳光采购”或者指其采购过程是公开的,透明的并且有详细标准的即可摘录，包括禁止供应商的采购招标过程中的腐败。
注意：
1. 供应商政策涉及腐败贿赂等内容，也可以进行摘录。"
003001006,公司为规范员工的商业道德行为而制定的准则,"企业需要制定并披露商业道德行为准则或包含道德及合规内容的员工守则等政策文件。仅说明有制定相关守则及名称，但未披露守则具体内容的情况下也可摘录。
注意：
1. 年报里审计报告及独立核数师报告中提到审计事务所对企业进行审计时履行相关道德准则不符合摘录要求。
2. 只针对特定行为制定的政策如反腐败政策等，但没有相对系统的的商业道德规范的情况不符合摘录要求。"
003001007,公司为规范员工的商业道德行为而开展的培训,定期给员工培训商业道德相关政策，包括使用线上培训系统进行学习
003001007001,公司为规范员工的商业道德行为而开展反腐败及反贿赂培训的情况,企业需要披露为规范员工的商业道德行为而开展反腐败及反贿赂培训的情况
003001007002,公司为规范员工的商业道德行为而开展反洗钱培训的情况,企业需要披露为规范员工的商业道德行为而开展反洗钱培训的情况
003001008,"公司为防止公司内部出现洗钱问题制定的政策或采取的措施。
反洗钱，是指预防通过各种方式掩饰、隐瞒毒品犯罪、黑社会性质的组织犯罪、恐怖活动犯罪、走私犯罪、贪污贿赂犯罪、破坏金融管理秩序犯罪等犯罪所得及其收益的来源和性质的洗钱活动的措施","针对反洗钱有以下管理措施或者政策即可摘录： 
1. 针对反洗钱的相关政策及承诺 
2. 针对反洗钱的相关目标，如召开法令座谈会，各部门汇报执行情况，阻拦反洗钱的成效等 
3. 针对反洗钱所有的资源，包括聘用外部力量监督或设立委员会等等"
003001009,公司为防止公司内部出现挪用公款问题而制定的政策或采取的措施,"组织针对公款挪用的风险进行严格控制，如有以下内容即可摘录
1. 组织针对挪用公款进行了风险评估，并将其纳入风控体系
2. 组织通过风险审核，对挪用公款进行查处
3. 组织针对公款挪用的禁止有严格的管理体系
"
003001010,公司为防止公司内部出现财务造假问题而制定的政策或采取的措施,关于禁止财务造假和遵循财务原则的措施。没有按照“会计准则”披露财务信息，都属于做假账。（年报的“管理层和治理层对财务报表的责任”中会详细披露该指标点）
003001011,公司为防止公司内部出现欺诈勒索问题而制定的政策或采取的措施,"企业需要披露防止欺诈及勒索事件的程序、流程、承诺和措施。
注意：
1. 欺诈勒索是指利用职权或抓住别人的把柄用威胁手段逼取他人财物，具体也可以指的身体上的欺诈勒索
2. 年报中通常会说明报告不存在欺诈行为，不属于当前指标点摘录内容。"
003001012,"公司为防止公司内部出现内幕交易问题而制定的政策或采取的措施。
内幕交易是指内幕人员根据内幕消息买卖证券或者帮助他人，违反了证券市场“公开、公平、公正”的原则，严重影响证券市场功能的发挥",企业需要披露相关防止内幕交易的程序或流程
003001013,公司为防止公司内部出现腐败问题开展的风险评估,"企业有相关腐败风险评估及程序或流程，要提到针对具体什么问题来评估
常见案例：企业具备相关组织或部门监管腐败等事项"
003001014,"公司为保证公司经营活动的行为属于正当竞争而制定的政策或采取的措施。
正当竞争是指建立在善意、公平、平等自愿和诚实守信基础上的良性竞争，参加竞争的各方都具有平等的权利和义务，是一种符合诚实信用原则和社会公认的商业道德的竞争。竞争指的是公司在市场上的商业行为，不包括供应商或者员工内部竞争",企业针对正当竞争的管理程序、流程、承诺和措施
003001016,"在允许政治献金行为的国家或地区有商业活动的公司对政治献金制定的政策。
政治献金是指对于从事竞选活动或其他政治相关活动的个人或团体，接受了来自外部对其无偿提供的动产、不动产、不相当对价给付、债务免除或其他经济利益，例如，免费提供竞选办事处之使用或者赠送饮料给拟参选人等情形，均属政治献金的范畴。但是上述政治献金不包含政党党费、政治团体会费或义工服务",企业针对政治献金的政策。政治献金主要针对跨国企业，中国本土企业没有此项议题。
003001018,公司关于积极承担纳税义务的政策、承诺或措施,针对税务履责方面的管理政策及措施
003002001,公司对风险管理体系的披露情况,"企业需要披露企业的风险管理体系。一般在“企业治理”、“风险管理”、“内部控制”等章节，注意这里一定是全企业层面的风险管理，不是针对某个事件的风险管理。
披露必需披露：风险管理结构，即负责人和负责部门等
如果企业同时披露了以下内容，也需摘录
1. 所覆盖的风险因素（例如经营风险、策略风险、竞争风险等）
2. 如何分析、监控、应对风险，即管理风险的方式
注意：
1.仅提到风险因素不可以认为是风险管理，至少要披露组织架构。
2.“风险管理体系“和”ESG风险管理“的区别：
“风险管理体系“是覆盖企业各方面风险的风险管理体系，”ESG风险管理“是指风险管理体系覆盖ESG风险。
3.企业仅提到针对“操作风险”等部分风险的监管，不可接受，需要披露整体风险管理框架
"
003002002,公司对ESG相关风险的管理情况,"在前述的风险管理体系所覆盖的风险因素中必须包括ESG风险：
1. 所覆盖的风险因素（例如环境风险、劳工风险、安全风险、腐败风险等）（必须选项）
2. 风险管理结构，即负责人和负责部门等（必须选项）
3. 如何分析、监控、应对风险，即管理风险的方式（非必须选项）
注意：
1. 仅提到风险因素不可以认为是风险管理，至少要有管理等字眼。
2. 风险管理体系“和”ESG风险管理“的区别：风险管理体系“是覆盖企业各方面风险的风险管理体系，”ESG风险管理“是指企业有明确针对ESG风险进行风险管理。如果“风险管理体系”覆盖了ESG风险，则同时满足两个绩效点的要求。

ESG风险（以下之一即可）：
1. 明确提到ESG，或环境、社会、企业管治
2. 环境具体议题（各类污染、资源、能源、水、废弃物、气候变化、温室气体、生物多样性）
3. 社会具体议题（劳工管理、安全健康、人权、社区、数据安全）
4. 管治具体议题（腐败贿赂、税务）
不包括财务风险、金融风险、信用风险、市场风险、运营风险、法律风险等。"
003002007,公司董事会对风险管理的监督情况,董事会对风险管理过程承担的重要责任，董事会需要参与或有监督风险的行为
003002008,公司对管理人员开展的风险管理相关培训实施情况,对管理人员进行风险识别、处理的培训或课程
003002009,公司对风险管理体系开展的有效性评估实施情况,"企业需要进行风险管理体系定期审核及评估风险管理体系是否有效，并披露评估结果。
注意：
1. 需要区别风险管理与内部控制，通常企业会同时披露，当前指标关注的是企业是否有对风险管理体系进行评估并确认其有效性。"
003002010,公司为维护或提升风险管理水平委任高级管理人员为风险管理的负责人的实施情况,"如有以下情况即可摘录：
1. 在组织架构图中，显示风险管理的相关负责人是一名高管
2. 在风险管理章节中，有文字表达负责风险管理的相关负责人是一名高管"
003002011,"公司为避免突发事件引发的业务中断风险而制定的业务可持续计划。
业务连续性计划是一套基于业务运行规律的管理要求和规章流程，使一个组织在突发事件面前能够迅速作出反应，以确保关键业务功能可以持续，而不造成业务中断或业务流程本质的改变
","企业针对可能存在断链的风险而制定的可持续计划和管理流程。例如企业在突然停电时如何进行生产活动或者尽快恢复生产。
在企业披露的报告中如果提到“BCP - business continuity plan”, ”BCM -  business continuity management”, ”业务可持续计划”，“业务可持续管理”等字样即可摘录
"
003002012001,公司的风险管理体系是否基于ISO 31000标准设置,如果企业社会责任报告无披露，年报有章节披露风险提示
003002012002,公司的风险管理体系是否基于COSO标准设置,如果企业社会责任报告无披露，年报有章节披露风险提示
003002012003,公司的风险管理体系是否基于BASEL标准设置,如果企业社会责任报告无披露，年报有章节披露风险提示
003002012004,公司的风险管理体系是否基于FERMA标准设置,如果企业社会责任报告无披露，年报有章节披露风险提示
003002012005,公司的风险管理体系是否基于IRM标准设置,如果企业社会责任报告无披露，年报有章节披露风险提示
003002014,"公司针对非计划或意外停机而采取的管理措施。
发电机组的非计划停运是发电厂安全可靠性指标管理中的一个重要指标，非计划停运既是安全问题，也是经济问题，非计划停运带来的电量损失、设备修复费用、燃油消耗、设备使用寿命损耗等都会给企业造成了经济上的损失",企业针对非计划或是意外停机而制定的管理流程及措施，一般常见于电力企业。
003003029,公司在ESG及可持续发展方面的战略，承诺或行动计划,企业需要披露如何将ESG及可持续发展在战略，承诺或行动计划（意识觉醒）层面纳入到企业管理
003003001,公司董事会对ESG相关问题的监管情况,"企业需要披露董事会对ESG问题的监管。一般有以下几种方式：
1. 董事会承担ESG管理的责任
2. ESG问题及ESG管理情况报告给董事会
3. 董事会审议ESG相关事项
如果仅提到ESG/CSR报告由董事会审议通过或由董事会编写，则不满足摘录要求。
（在组织结构图中，ESG工作组直接报告给董事会的情况可摘录，但ESG工作组间接报告给董事会则不要摘取）
"
003003002,公司董事会设置管理ESG相关问题的委员会情况,"企业在董事会下设立ESG委员会，其属于董事会委员会。ESG委员会名字较多样化，只要职责是对ESG的管理就可以接受。
注意：
1. 这里一定是董事会的直属委员会，（可以通过企业组织结构图确认委员会是否直接归属于董事会)
2. 企业治理委员会不要摘录。
如果企业披露了相关的ESG委员会但不确定是否是董事会委员会的话，港股可以在年报“董事委员会”部分确认，A股可以在年报企业治理部分确认。"
003003003,[2020年度数据起停止维护]公司对ESG议题的重要性进行评估的情况,
003003003001,公司对ESG议题的重要性进行评估的方法论,评估方法：企业需要披露具体的方法论；例如：依照港交所披露进行(...)，GRI.、ISOxxx、AA 1000）
003003003002,公司对ESG议题的重要性进行评估的过程,评估的步骤或者采取的具体方式(从数据收集到评估结果的全部或部分过程，都可接受），例如：通过问卷、访谈
003003003003,公司对ESG议题的重要性进行评估的结果,"企业对各类议题的重要程度进行排序，通常通过矩阵或列表展示（可摘录展示图前的综述，或者x,y轴描述）"
003003003004,公司董事会参与ESG议题的重要性评估的情况,企业需要披露董事会参与重要性评估整个流程的任何一个环节都可进行摘录
003003004,公司针对ESG问题与利益相关方沟通的情况,"企业需要披露与利益相关方就ESG相关问题进行沟通的情况，需要包括以下内容：
1.利益相关方
2. 沟通方式
3. 沟通内容
注意：
1. 沟通方式一定是双方的沟通，而不是单方采取的措施。
常见案例：利息相关方沟通渠道表格"
003003005,公司是否参加ESG相关的国际组织或行业组织,"企业参加ESG相关国际组织和行业组织的情况，常见的包括：UNGC（联合国全球契约）、UNPRI、RSPO、RBA等。只要企业提到参加的相关组织是关于ESG/CSR/可持续发展/环境/社会/劳工等ESG议题的，就可以接受。
注意：
1. 需要是ESG相关的国际组织或行业组织，可专注于ESG下某一方面议题。"
003003006,公司披露的ESG报告中索引章节的披露情况,"企业需要在ESG/CSR报告中披露内容索引，需要摘录到具体的参考标准名称
注意：
1. 企业引用多个内容索引的情况下，需全部摘录。"
003003007,[2020年度数据起停止维护]公司披露的ESG报告中ESG相关数据受第三方认证的情况,
003003007001001,公司披露的ESG报告中污染物相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的污染物数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
003003007001002,公司披露的ESG报告中废弃物相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的废弃物数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
003003007001003,公司披露的ESG报告中物料消耗相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的物料消耗数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
003003007001004,公司披露的ESG报告中水资源相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的水资源使用数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
003003007001005,公司披露的ESG报告中能源消耗相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的能源消耗数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
003003007001006,公司披露的ESG报告中温室气体排放相关数据受第三方认证的情况,"第三方鉴证机构对于企业披露的温室气体排放数据进行了鉴证。
注意：
1. 如果认证报告未明确提及认证范围，但提到了“本报告内的环境类绩效点都经过鉴证...”、“本报告内容已经经过第三方验证”等内容，认证范围默认覆盖了该报告所有披露的定量指标点。例如报告披露了汽油使用量、范畴1排放的数值，则认证范围包含了能源消耗以及温室气体排放，报告未披露废弃物排放相关数据，则认证范围不包含废弃物。
2. 摘录时需要摘录上下文使逻辑完整。

摘录案例1：
（直接披露了鉴证的数据范围）
我们对可持续发展报告就以下选定的2022年可持续发展 绩效信息实施了鉴证工作程序 : 安全 ：员工人身伤亡事故(起) ，环境：燃煤火电机组脱硫装置安装率(%) 燃煤火电机组脱硝装置安装率(%) 天然气用量(百万立方米) 柴油消耗量(万吨) 煤炭用量(万吨) 外购电量(兆瓦时) 供电标准煤耗(克/兆瓦时) 温室气体排放总量(万吨) 供电碳排放强度(克/千瓦时) 火电供电碳排放强度(克/千瓦时) 氮氧化物排放量(万吨) 二氧化硫排放量(万吨) 烟尘排放量(万吨) 氮氧化物排放率(克/千瓦时) 二氧化硫排放率(克/千瓦时) 烟尘排放率(克/千瓦时)， 社会：员工总人数(人) 女性员工(人) 少数民族员工(人)
摘录案例2：
（笼统说明对于报告披露的数据进行了鉴证）
根据与邮储银行的约定，我们负责实施有限保证鉴证工作，对社会责任报告中的关键社会责任指标进行有限保证鉴证，除此以外，并没有其他责任。我们不会就我们的工作或本独立有限保证鉴证报告的内容，对任何第三方承担任何责任。
（需检查报告数据披露情况并补充相关披露内容证明已鉴证覆盖）
关键杜会责任指标：二氧化硫排放量XX吨，氮氧化物排放量XX吨。"
